Prdha	Minor_code	Minor_name	Major_code	Major_code_2	Major_name	SubFran_code	SubFran_code_2	SubFran_name	Fran_code	Fran_name	WorldFran_code	WorldFran_code_2	WorldFran_name	PubRep_code	PubRep_name
051075750324040834	040834	Modulare	030324	0324	BioPatch Products	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750324040842	040842	Bio-Patch SSI	030324	0324	BioPatch Products	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750525040371	040371	K-Y* Products	030525	0525	Wound Mangement - Other	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750525040372	040372	RELEASE Non-AdheringDress	030525	0525	Wound Mangement - Other	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750525040373	040373	BAB Dressing	030525	0525	Wound Mangement - Other	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750525047398	047398	Surgical Sponges & Pads	030525	0525	Wound Mangement - Other	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750525047437	047437	Dressings & Bandages	030525	0525	Wound Mangement - Other	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750525047483	047483	Adhesive Tapes	030525	0525	Wound Mangement - Other	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750525047510	047510	Oth Gen Wound Care Prod	030525	0525	Wound Mangement - Other	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750581047713	047713	Interceed XL	030581	0581	Adhesion Prevention	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750581047715	047715	Interceed	030581	0581	Adhesion Prevention	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075750581047716	047716	Intercoat	030581	0581	Adhesion Prevention	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040586	040586	Surgicel Powder	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040587	040587	Surgicel	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040588	040588	Nu-Knit	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040589	040589	Fibrillar	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040591	040591	Instat	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040592	040592	Surgifoam	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040593	040593	Surgifoam Powder	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040595	040595	SNOW	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040780	040780	Other Hemostats	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757575040843	040843	Surgifoam Powder Kit	037575	7575	Topical Absorbable Hemostasis	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757576040594	040594	Human Thrombin	037576	7576	Biologics	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757576040781	040781	Evicel	037576	7576	Biologics	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757577040910	040910	Omnex	037577	7577	Synthetics	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757578047578	047578	IVIG	037578	7578	Immunotherapy	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757578047580	047580	Hep-B IL	037578	7578	Immunotherapy	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757578047582	047582	Filtrates	037578	7578	Immunotherapy	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757579040909	040909	Surgiflo	037579	7579	Combination Products	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757579040921	040921	Surgiflo + Thrombin	037579	7579	Combination Products	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051075757579040939	040939	Evarrest	037579	7579	Combination Products	027575	7575	Biosurgery	010328	Biosurgery	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430343040342	040342	Disposables	030343	0343	RF Energy Products	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430343040393	040393	Other Electrosurgery Devices	030343	0343	RF Energy Products	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374040343	040343	Open G1	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374040344	040344	Open G2	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374040345	040345	Lap G1	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374040346	040346	Other Lap G2	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374040347	040347	Lap G2 ART	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374040374	040374	Other Enseal Disposables	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374040375	040375	Other Enseal Products	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374047010	047010	ENSEAL X1 Large Jaw	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374047013	047013	ENSEAL X1 Straight/Curved	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374047015	047015	ENSEAL X1 Articulating	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374047063	047063	RPO Enseal	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430374047064	047064	RPO Ligasure	030374	0374	SurgRx Enseal	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430604040604	040604	Generator Service	030604	0604	Capital	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430604047118	047118	Generator Hardware	030604	0604	Capital	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003430604047132	047132	Advanced Energy Generators	030604	0604	Capital	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437110047110	047110	Electrosurgical Instruments	037110	7110	Megadyne	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437110047111	047111	Electrosurgical Equipment	037110	7110	Megadyne	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437110047112	047112	Return Electrodes	037110	7110	Megadyne	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437110047133	047133	ACE Blade 700 - Megadyne	037110	7110	Megadyne	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047030	047030	Harmonic Focus + Long	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047035	047035	Harmonic HD1000i	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047065	047065	RPO ACE+	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047066	047066	RPO Other Harmonic	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047119	047119	Other Harmonic Disposables	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047120	047120	Legacy Open Scissor Shears	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047122	047122	Legacy Shafted Shears	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047123	047123	Other Open Blades	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047124	047124	Other Lap Blades	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047125	047125	Harmonic Focus +	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047126	047126	Harmonic 7	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047128	047128	Ace+	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047130	047130	Harmonic HD700 	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051003437113047131	047131	Harmonic HD300r	037113	7113	Harmonic Scalpel	020343	0343	Energy	010343	Energy	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790400040400	040400	Advant Linear Cutter	030400	0400	Advant Emerging Market	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790400040401	040401	Advant Circular	030400	0400	Advant Emerging Market	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790400040402	040402	Advant PPH	030400	0400	Advant Emerging Market	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790400040403	040403	Advant Linear Stapler	030400	0400	Advant Emerging Market	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040596	040596	Swedish Adjustable Gastric Band	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040597	040597	Gastric Tube	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040598	040598	Handheld Instruments	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040599	040599	Accessories	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040831	040831	SAGB Quick Close Gastric Band	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040832	040832	Gastric Band Kits	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040896	040896	SAGB Quick Close w/Velocity	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790601040897	040897	SAGB Gen II Gastric Band w/Velocity	030601	0601	Gastric Band	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790836040835	040835	Inscope Multiple Clip Applier	030836	0836	Hemostasis Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790838040836	040836	Esophageal Balloon	030838	0838	Dilation Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790838040837	040837	Optical Dilator	030838	0838	Dilation Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012790840040839	040839	Biopsy Forceps	030840	0840	GI Foundation Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117040602	040602	HALS	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117040603	040603	Endopouch	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047058	047058	Endo Kits	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047059	047059	Endo Kits BNS	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047060	047060	RPO Trocars and Accessories	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047061	047061	RPO Endo Instrucments	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047068	047068	Trocars and Accessories	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047078	047078	Endoscopic Sutures	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047105	047105	Endo Ligation	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047114	047114	Endo Instruments	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047116	047116	Other Endo Products	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797117047195	047195	Endo Stapling	037117	7117	Core Endoscopy	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047159	047159	Other Endocutter	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047160	047160	Powered Echelon Guns	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047161	047161	Manual Echelon Guns	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047162	047162	Echelon Reloads	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047163	047163	ETS/EZ Guns	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047164	047164	ETS/EZ Reloads	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047165	047165	Powered Vascular Stapler	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047169	047169	Powered Vascular Reload	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047170	047170	Powered Plus Stapler GST 60	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047171	047171	Echelon GST 60 Reload	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047173	047173	Thoracic Endocutter Kits	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047174	047174	Echelon One Handle	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047175	047175	Powered Plus Stapler GST 45	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047176	047176	Echelon One 60 Shaft	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047177	047177	Echelon 35 PVS Shaft	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797159047178	047178	Echelon GST 45 Reload	037159	7159	Endocutters	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187040348	040348	Mechanical Kits/Other	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187040833	040833	Curved Cutter	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047062	047062	RPO Mechanical Products	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047127	047127	External  Products	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047138	047138	Linear Cutters	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047148	047148	Linear Staplers	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047166	047166	PPH Products	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047167	047167	Manual Circular Staplers	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047168	047168	STARR Products	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047172	047172	Powered Circular Staplers	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797187047185	047185	Ligation Products	037187	7187	Mechanical  Products	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797406047401	047401	Esophageal Capsule Endoscope	037406	7406	Esophageal Capsule	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797406047402	047402	Ancillary Capital Products	037406	7406	Esophageal Capsule	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797520047520	047520	LINX	037520	7520	Torax	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051012797520047521	047521	Other Torax	037520	7520	Torax	021279	1279	Endo Mech	010501	Endo Mech	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051070407040047040	047040	Robotics Hardware	037040	7040	Robotics Hardware	027040	7040	Robotics	017040	Robotics	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051070407045047045	047045	Robotics Disposable	037045	7045	Robotics Disposable	027040	7040	Robotics	017040	Robotics	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051072017201047201	047201	Probes	037201	7201	Probes	027201	7201	NeuWave	017201	Intercentional Solutions	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051072017202047202	047202	Systems	037202	7202	Systems	027201	7201	NeuWave	017201	Intercentional Solutions	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040642	040642	Sutures Absorbable - Gut	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040643	040643	Sutures Absorbable - PDS	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040644	040644	Sutures Absorbable-Vicryl	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040645	040645	Sutures Absorbable-Vicryl Rapid	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040646	040646	Sutures Absorbable-Monocryl	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040647	040647	Sutures Absorbable-Other	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040650	040650	SuturesNon-Absorb-Ethibond	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040651	040651	SuturesNon-Absorb-Ethilon	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040652	040652	SuturesNon-Absorb-Mersilene	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040653	040653	SuturesNon-Absorb-Prolene	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040654	040654	SuturesNon-Absorb-Silk	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040655	040655	SuturesNon-Absorb-Other	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040658	040658	SuturesNon-Absorb-Pronova	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040659	040659	D Special	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040771	040771	Sutures Absorbable - Vicryl Plus	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040845	040845	E-Packs	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040923	040923	Sutures Absorbable - PDS Plus	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500040924	040924	Sutures Absorbable - Monocryl Plus	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500041331	041331	Sutures Absorbable - SynSyl	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730500041332	041332	Sutures Absorbable - Qualtrus	030500	0500	Sutures	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512040520	040520	Prineo 22	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512040521	040521	Prineo 42	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512040931	040931	Dermabond Propen	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512040932	040932	Dermabond Propen XL	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512040933	040933	Dermabond Mini	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512040937	040937	Dermabond Nx	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512047979	047979	Dermabond - Viscosity	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730512048009	048009	Prineo 60	030512	0512	Total Topical Skin Adhesives	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730517040516	040516	SFX Spiral Angiotech	030517	0517	Suture - Barbed	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730517040517	040517	SFX Symmetric PDS Plus	030517	0517	Suture - Barbed	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
051079730517040518	040518	SFX Spiral Uni PDS Plus	030517	0517	Suture - Barbed	027973	7973	Wound Closure & Repair	017904	Wound Closure & Repair	M00510	0510	Surgery	MM9999	Medical Devices and Diag
